,DIVISION,TYPEHUQ,KOWNRENT,YEARMADERANGE,SQFTEST,KWH,BTUNG,TOTALBTUSPH,KWHCOL,SQM,NormalizedGasKWh,NormalizedElecKWh,NormalizedHeatKWh,NormalizedCoolKWh,YRCONC,Source
11903,2,2,1,1,1100,15636.15,0.0,23804.41,3785.59,102.1933,0.0,153.0056275704963,68.26653257219408,37.043426526005135,0,RECS
11904,6,2,1,3,3750,17064.37,115310.68,106148.21,6522.83,348.38625,97.00215292159206,48.981181088518845,89.29445996479483,18.72298347021445,1,RECS
11905,8,3,2,6,2300,7778.75,0.0,2381.8,432.66,213.6769,0.0,36.40426269755879,3.2667850750361884,2.024832820019385,2,RECS
11906,8,2,1,5,1200,10066.93,40890.38,29033.78,2077.38,111.4836,107.49369913583703,90.2996494551665,76.32475932226804,18.63395154085444,2,RECS
11907,5,5,2,7,1100,11057.22,0.0,0.0,3451.02,102.1933,0.0,108.19906980203203,0.0,33.7695328363014,3,RECS
11908,3,2,1,4,2000,12713.96,47796.95,47796.95,1804.76,185.806,75.3899224645598,68.42599270206559,75.3899224645598,9.713141663885988,1,RECS
11909,9,3,1,6,1250,7368.13,12145.52,12145.52,0.0,116.12875,30.651321846829493,63.44794032485496,30.651321846829493,0.0,2,RECS
11910,8,2,1,5,3330,45140.12,0.0,12154.1,16847.1,309.36699,0.0,145.91123636041456,11.513879490180903,54.45668266029288,2,RECS
11911,6,2,1,7,2100,17262.37,0.0,22167.9,1454.34,195.09629999999999,0.0,88.481278220038,33.300316925026266,7.454472483588874,3,RECS
11912,2,2,1,5,1700,30123.59,0.0,63413.58,2118.12,157.9351,0.0,190.73397870391065,117.67290047734798,13.41133161659441,2,RECS
11913,6,2,1,1,2100,22524.05,0.0,43328.41,1516.07,195.09629999999999,0.0,115.45093371837396,65.08734633670656,7.770880329355298,0,RECS
11914,8,1,1,7,1220,5604.23,63516.32,62051.24,397.95,113.34166,164.23609305457498,49.44545544859674,160.44779084795476,3.511065569359051,3,RECS
11915,9,5,2,4,800,2279.41,19319.79,3713.37,0.0,74.3224,76.1825529731279,30.669219508519635,14.64270609224137,0.0,1,RECS
11916,8,2,1,9,2100,13707.99,0.0,37755.88,0.0,195.09629999999999,0.0,70.26268565831336,56.716367801337086,0.0,3,RECS
11917,4,5,2,7,760,3933.46,0.0,296.46,320.92,70.60628,0.0,55.70977539108419,1.2305396723917477,4.545204760822975,3,RECS
11918,9,2,1,7,1850,9404.02,0.0,7839.92,0.0,171.87055,0.0,54.71571482141647,13.3685101625613,0.0,3,RECS
11919,3,2,1,7,2230,8820.54,155339.91,131662.87,2116.22,207.17369,219.74615967698412,42.57557993971146,186.25226482074052,10.214714040185314,3,RECS
11920,3,2,1,6,1900,5098.57,72885.6,51863.96,371.48,176.5157,121.01278060591778,28.88451282237217,86.11031551958268,2.1045153490596022,2,RECS
11921,7,2,2,3,750,9295.62,15566.61,10934.84,3355.9,69.67725,65.47505763086231,133.40968537076307,45.993268873843334,48.163496693684095,1,RECS
11922,2,2,1,4,1200,8248.53,93205.62,52468.89,1473.8,111.4836,245.02136869476766,73.98873018094142,137.93158869277636,13.219881668693871,1,RECS
11923,2,5,1,1,1800,5503.38,1818.09,27426.59,2062.52,167.2254,3.1862949910121308,32.90995267465349,48.06649084343647,12.333772261869308,0,RECS
11924,1,5,2,1,1020,5830.41,0.0,3281.05,1806.54,94.76106,0.0,61.52748818976909,10.14742347278513,19.064159898591257,0,RECS
11925,3,3,2,3,500,5186.64,33646.19,22722.85,827.4,46.4515,212.27995973197852,111.65710472212953,143.3626120222167,17.81212662669666,1,RECS
11926,5,2,1,9,1500,18768.65,0.0,2835.82,3733.55,139.3545,0.0,134.68276948358326,5.963902157590893,26.79174335956141,3,RECS
11927,6,2,1,4,2300,24710.23,16421.86,7306.45,6688.78,213.6769,22.5235902058669,115.64296374573013,10.021245197538903,31.303243354803445,1,RECS
11928,9,3,2,5,2120,4280.28,51277.15,26263.11,863.36,196.95436,76.30115742373005,21.732344488337297,39.079896026724164,4.383553631409836,2,RECS
11929,9,2,1,1,1320,17514.84,0.0,15967.7,976.2,122.63195999999999,0.0,142.82443173867563,38.16027899007731,7.9604044492153605,0,RECS
11930,5,2,2,4,800,2007.07,0.0,37978.34,0.0,74.3224,0.0,27.004913727220863,149.7576784675952,0.0,1,RECS
11931,9,5,2,7,1200,3034.94,20986.49,0.0,0.0,111.4836,55.1698331484631,27.223196954529637,0.0,0.0,3,RECS
11932,9,1,1,4,350,6458.75,33259.37,11306.24,817.45,32.51605,299.77063097362696,198.6326752480698,101.90447680576209,25.139892453111617,1,RECS
11933,5,3,1,4,1200,4022.53,32059.11,22865.05,774.15,111.4836,84.27782585788404,36.08180934236067,60.1082407506575,6.944070697394056,1,RECS
11934,2,2,1,7,1800,13645.76,205226.94,108919.29,2662.92,167.2254,359.6706273851939,81.60100080490164,190.88658325583313,15.924135926719266,3,RECS
11935,7,2,1,7,2200,14959.78,24267.29,8079.01,7230.69,204.3866,34.7969923057089,73.19354595653532,11.584534111874264,35.37751496428827,3,RECS
11936,7,1,1,4,910,17984.17,0.0,3710.17,5506.41,84.54173,0.0,212.72536060002554,12.861615584043527,65.1324499747048,1,RECS
11937,8,2,1,1,1400,6883.83,67077.29,55597.34,961.75,130.0642,151.1438847706748,52.92640096198647,125.27634838133784,7.3944252146247775,0,RECS
11938,5,2,3,5,4700,11758.5,148900.17,49703.1,4562.92,436.6441,99.94025276436808,26.92925428283584,33.36020621851985,10.44997516283857,2,RECS
11939,7,2,1,6,1200,13306.85,0.0,1898.63,4834.5,111.4836,0.0,119.36150249902228,4.99116814248912,43.36512276245116,2,RECS
11940,9,2,1,3,3960,14461.38,122163.06,61055.99,3579.19,367.89588,97.31680103963113,39.30834996032029,48.638054998849135,9.728812402030705,1,RECS
11941,5,4,2,1,800,6791.5,0.0,11867.0,449.38,74.3224,0.0,91.37891133763172,46.79441940787704,6.046360182125443,0,RECS
11942,1,4,2,4,800,3906.51,40925.93,27585.74,531.94,74.3224,161.38073085678076,52.56167723324328,108.77717091401786,7.157196215407469,1,RECS
11943,2,2,1,2,1350,4501.52,79627.79,63235.22,369.66,125.41905,186.06899066043,35.89183620829532,147.76390955456927,2.947399139125994,0,RECS
11944,9,2,1,6,1200,10456.67,0.0,2762.68,0.0,111.4836,0.0,93.79558966520636,7.262605354330144,0.0,2,RECS
11945,8,3,2,7,1100,5092.67,20068.04,6850.65,1207.13,102.1933,57.55133214056108,49.83369751245924,19.64636474357908,11.812222523394393,3,RECS
11946,5,1,1,6,980,19226.3,0.0,10971.55,4294.16,91.04494,0.0,211.173734641376,35.31709867731254,47.16527903692396,2,RECS
11947,5,3,1,1,900,5183.08,58974.14,36110.55,1412.36,83.6127,206.71034644186827,61.98914758164728,126.57114288917833,16.89169229076444,0,RECS
11948,9,5,2,2,1100,10449.73,0.0,21271.06,0.0,102.1933,0.0,102.25455093435676,61.001365307314686,0.0,0,RECS
11949,9,1,1,4,1440,5347.07,11334.05,245.12,0.0,133.78032,24.829372269030305,39.96903281439303,0.5369815494536118,0.0,1,RECS
11950,9,2,1,6,1600,13718.76,0.0,19492.62,1692.83,148.6448,0.0,92.29222952972455,38.432031500731945,11.388423947558206,2,RECS
11951,8,5,2,8,1300,4031.76,25945.83,25945.83,305.48,120.7739,62.96037756444067,33.382709343657865,62.96037756444067,2.529354438334773,3,RECS
11952,2,2,1,2,1150,8432.34,107114.85,86994.83,1144.96,106.83845,293.82919917267617,78.92607951538047,238.6375113353854,10.716741023479843,0,RECS
11953,5,4,1,4,960,15678.24,0.0,5182.1,3356.33,89.18688,0.0,175.79087865838562,17.028549816968596,37.632553128890706,1,RECS
11954,8,3,2,5,1400,7118.43,118185.35,92154.36,1236.11,130.0642,266.30463040444647,54.730125584134605,207.64953338089958,9.503845024226496,2,RECS
11955,2,2,2,2,850,2673.09,55656.42,55656.42,1172.55,78.96755,206.55677763613028,33.85048668725318,206.55677763613028,14.848504227369343,0,RECS
11956,4,3,2,6,1400,8015.24,64813.62,48184.66,802.15,130.0642,146.04320348735473,61.625258910599534,108.5735082433137,6.167338898789982,2,RECS
11957,2,2,1,1,1600,6443.36,74369.18,64138.81,1241.55,148.6448,146.62773236453612,43.3473623026167,126.45733443423516,8.352461707372205,0,RECS
11958,1,3,1,7,1400,8640.23,45387.08,23696.11,739.51,130.0642,102.26977848385644,66.43050124476989,53.39395970459204,5.685730585357078,3,RECS
11959,7,2,1,9,2700,12445.05,102832.14,63918.74,4674.74,250.8381,120.14569597656816,49.61387444730286,74.68055710252949,18.63648305420907,3,RECS
11960,7,2,1,6,2100,8058.74,56991.45,42478.02,2478.46,195.09629999999999,85.61177860856408,41.30647275217419,63.80990208127986,12.703777570358845,2,RECS
11961,7,2,1,3,1640,7995.48,46169.34,30389.09,2411.29,152.36092,88.80817103979157,52.4772362886756,58.4543660893489,15.826171173027834,1,RECS
11962,4,2,1,6,1700,10525.67,0.0,5729.61,1289.98,157.9351,0.0,66.64553984516425,10.632104784243653,8.167785375131936,2,RECS
11963,1,2,1,3,1250,6661.06,0.0,91536.12,2152.57,116.12875,0.0,57.35926719266332,231.0072417426348,18.536064497378987,1,RECS
11964,4,2,1,6,2920,14517.08,0.0,76867.06,0.0,271.27676,0.0,53.51390955863672,83.04252137654548,0.0,2,RECS
11965,5,3,2,7,1200,9244.72,32779.54,9195.13,1734.89,111.4836,86.17171106189612,82.92448395997259,24.17239795117847,15.561840485954887,3,RECS
11966,4,3,1,6,1070,3020.04,41103.24,29832.13,243.14,99.40621,121.18123857694606,30.380798141283123,87.9515693358594,2.4459236500415815,2,RECS
11967,3,3,1,1,1540,1213.85,0.0,0.0,0.0,143.07062,0.0,8.484271613556997,0.0,0.0,0,RECS
11968,4,2,1,1,1140,7867.41,52928.72,51098.93,1386.43,105.90942,146.4635808516372,74.28432711651145,141.40021269146789,13.090714688079682,0,RECS
11969,1,5,2,3,1170,2095.05,0.0,1821.74,113.76,108.69651,0.0,19.274307887162156,4.9118335403777,1.0465837403611211,1,RECS
11970,6,3,1,8,2400,14006.43,24743.86,6170.67,1060.85,222.9672,32.52365277969137,62.81834278763873,8.110809247144873,4.75787470085286,3,RECS
11971,1,5,2,4,860,3249.15,13712.98,4289.16,438.97,79.89658,50.30098611955606,40.66694719598761,15.733194216323154,5.4942276628111,1,RECS
11972,1,1,1,3,1600,1592.84,0.0,594.88,0.0,148.6448,0.0,10.715746531328374,1.1728770631734173,0.0,1,RECS
11973,2,3,2,7,1460,6888.82,76430.21,31969.04,3152.02,135.63838,165.14115012955773,50.78813238553866,69.07483355256824,23.23840789015616,3,RECS
11974,2,2,1,4,1700,18191.36,0.0,19892.29,1455.0,157.9351,0.0,115.1825021796928,36.91296819130137,9.21264494086495,1,RECS
11975,6,2,1,1,950,12419.99,67073.78,53453.5,3579.22,88.25785,222.7267011192772,140.72391294372113,177.49889328258055,40.55412634683486,0,RECS
11976,2,4,2,1,960,5120.02,25965.22,24282.9,867.11,89.18688,85.32256079167699,57.40777118786979,79.79440233698051,9.722394145865401,0,RECS
11977,5,2,1,2,1350,5959.9,58822.93,4789.9,2933.99,125.41905,137.4535600295968,47.519894306327465,11.192723776013294,23.39349564519903,0,RECS
11978,5,2,1,5,1400,8464.92,0.0,9200.2,1472.09,130.0642,0.0,65.08262842503933,20.730622371105962,11.3181797912108,2,RECS
11979,5,5,2,4,900,6986.55,0.0,0.0,3144.95,83.6127,0.0,83.55847855648723,0.0,37.61330515579571,1,RECS
11980,2,3,2,7,770,1652.04,10539.14,3510.83,452.54,71.53531,43.177506310380146,23.094049637864156,14.383420704125001,6.3261066457949235,3,RECS
11981,7,2,1,5,980,8071.89,91.15,6105.17,2867.19,91.04494,0.293409185068385,88.65830434947841,19.65236373454692,31.492030199591543,2,RECS
11982,5,2,1,3,1700,5647.11,67997.07,58012.37,627.47,157.9351,126.17821688763297,35.75588960275454,107.6501885158524,3.97296104539143,1,RECS
11983,3,5,2,4,800,2088.92,40922.82,28289.06,672.95,74.3224,161.36846738291553,28.106196785894966,111.55052989758136,9.05447079211651,1,RECS
11984,6,2,2,4,950,7310.38,36972.97,16749.76,2335.71,88.25785,122.7732750216553,82.82979927564517,55.61962944893853,26.464614762312927,1,RECS
11985,7,2,1,5,2250,27441.93,0.0,20275.1,6142.38,209.03175,0.0,131.28115704910857,28.426513350723038,29.3849140142586,2,RECS
11986,7,5,2,3,550,3392.37,16038.69,8124.29,1624.06,51.09665,91.99184128489834,66.39124091305399,46.59784534974407,31.78407977822421,1,RECS
11987,1,5,2,6,1020,2914.85,32142.8,16685.55,460.13,94.76106,99.40921448958042,30.759997830332416,51.60401143729292,4.855686502451534,2,RECS
11988,2,2,1,1,970,6939.79,96688.91,74844.86,1729.41,90.11591,314.4474215774995,77.00959797221157,243.40716267593592,19.190950854294208,0,RECS
11989,1,1,2,6,600,6099.03,0.0,16265.28,347.05,55.7418,0.0,109.41573469102183,85.51718593371582,6.226027864188096,2,RECS
11990,5,1,1,4,800,6297.49,0.0,3083.59,2311.27,74.3224,0.0,84.73205924458844,12.15933291833956,31.097892425432978,1,RECS
11991,6,2,1,6,1700,16343.9,21504.26,21504.26,2784.89,157.9351,39.90420737670094,103.48491247354134,39.90420737670094,17.633129051110235,2,RECS
11992,8,2,1,6,1570,5541.89,26475.91,23871.76,3039.41,145.85771,53.19788319458739,37.99518037133588,47.96538060936238,20.838185379435888,2,RECS
11993,4,3,3,5,1400,12669.38,0.0,48445.18,1143.46,130.0642,0.0,97.40866433653534,109.1605326275793,8.791504503160747,2,RECS
11994,4,5,2,9,900,2977.23,26699.56,13876.56,546.68,83.6127,93.58466774497177,35.60738978647981,48.638751239464824,6.5382412002004475,3,RECS
11995,3,2,1,2,1300,20909.33,43017.44,33083.0,4318.09,120.7739,104.38649541200543,173.1278860747231,80.27949658825294,35.753503033354065,0,RECS
11996,4,2,1,2,860,9230.14,59585.64,45537.19,2564.61,79.89658,218.56784233367688,115.52609636107077,167.03630881935123,32.099121138852254,0,RECS
11997,1,2,1,1,3000,6235.16,13606.14,73293.93,381.65,278.709,14.307270507733874,22.371577523510183,77.07079914545278,1.3693493930945897,0,RECS
11998,1,2,1,9,2300,12684.06,0.0,61427.81,1622.19,213.6769,0.0,59.36093232352211,84.2520165001926,7.591789285598959,3,RECS
11999,7,2,1,8,2800,11278.71,29895.98,18730.13,2236.68,260.1284,33.68199994533469,43.35824154532915,21.102109301521867,8.59836911309953,3,RECS
12000,8,2,1,5,1800,7624.87,48857.74,31264.98,1342.21,167.2254,85.62566882507083,45.59636275350515,54.79346411238962,8.026352456026418,2,RECS
12001,5,2,1,8,1970,13533.73,0.0,7610.36,2777.36,183.01891,0.0,73.94716753585736,12.186586706040377,15.17526249063553,3,RECS
12002,7,1,1,8,1510,7514.82,8909.86,2042.76,3622.83,140.28353,18.613885607668983,53.56879742048121,4.26759802779414,25.82505587077827,3,RECS
12003,8,2,1,9,2400,26296.16,0.0,0.0,0.0,222.9672,0.0,117.93734683845875,0.0,0.0,3,RECS
12004,1,2,1,3,1400,8658.77,0.0,21768.33,1948.55,130.0642,0.0,66.57304623409055,49.05013248403481,14.981447623558212,1,RECS
12005,3,4,1,5,1300,9965.76,0.0,13448.37,1002.01,120.7739,0.0,82.51584158497822,32.63393203556398,8.296577323411764,2,RECS
12006,5,2,1,4,2670,17779.47,0.0,12188.78,6026.12,248.05101,0.0,71.67666844009223,14.400981247284584,24.293874070498646,1,RECS
12007,5,3,1,4,1400,10524.88,0.0,9516.42,0.0,130.0642,0.0,80.92065303134913,21.443154425429906,0.0,1,RECS
12008,7,1,1,6,1200,1084.66,0.0,589.28,146.4,111.4836,0.0,9.7293234161796,1.5491146579407196,1.3131976362442548,2,RECS
12009,7,2,1,8,2980,16340.58,37142.82,14304.83,4906.19,276.85094,39.31893241980685,59.023025170151136,15.142917098023943,17.72141355200022,3,RECS
12010,4,2,1,2,1970,8558.39,136305.75,124248.23,1420.31,183.01891,218.2684972730414,46.762326362887855,198.96060475024137,7.760454916926343,0,RECS
12011,7,2,1,3,1600,11336.16,58945.56,38237.38,3237.26,148.6448,116.21822098559788,76.26341452913253,75.38956757303316,21.778494774119242,1,RECS
12012,1,2,1,5,1600,4760.75,1140.24,4631.02,404.84,148.6448,2.2481195241273157,32.02769286244793,9.130609765158285,2.7235396058254304,2,RECS
12013,8,2,1,9,2020,17653.46,36698.21,22299.87,9112.89,187.66406,57.31081967911171,94.06947712843898,34.82523612017133,48.55959100533154,3,RECS
12014,3,2,2,3,850,8028.43,136792.59,106336.91,1282.81,78.96755,507.6761422114527,101.66745707572288,394.64646618275486,16.244773960949782,1,RECS
12015,3,2,1,2,1800,17507.64,0.0,13835.81,1322.48,167.2254,0.0,104.69486094815738,24.24795917671598,7.908367987159845,0,RECS
12016,6,2,1,1,1100,7902.37,0.0,0.0,791.45,102.1933,0.0,77.32767216637491,0.0,7.744636879325749,0,RECS
12017,2,4,2,1,1000,5887.28,18632.51,7380.66,2929.2,92.903,58.77795483687286,63.37018180252521,23.282966178271963,31.52965996792353,0,RECS
12018,6,2,1,4,1300,14588.31,0.0,23837.07,2058.54,120.7739,0.0,120.7902535233192,57.843242140644634,17.04457668420081,1,RECS
12019,5,2,1,5,910,18220.02,0.0,16310.67,535.64,84.54173,0.0,215.51510715477434,56.54230600166332,6.335805997819065,2,RECS
12020,5,5,2,7,1100,4178.52,0.0,415.84,156.75,102.1933,0.0,40.88839483606069,1.1925502419434544,1.5338578947934944,3,RECS
12021,4,4,2,4,680,6365.08,0.0,9410.84,455.39,63.17404,0.0,100.7546770793826,43.65787417806429,7.208498934055824,1,RECS
12022,9,5,2,4,580,4058.0,56225.76,42030.48,0.0,53.88374,305.80913108407105,75.31028840982455,228.60170441175765,0.0,1,RECS
12023,7,2,1,4,1600,21499.82,0.0,16456.98,6476.17,148.6448,0.0,144.63889755982046,32.446904201021496,43.568089835635014,1,RECS
12024,8,2,1,6,1850,3309.32,47330.45,32713.88,1340.04,171.87055,80.70715030556427,19.25472397685351,55.78320151695564,7.796798229830531,2,RECS
12025,7,5,2,8,900,6945.39,0.0,1002.14,1012.94,83.6127,0.0,83.06620884147982,3.512602414944141,12.114666791049686,3,RECS
12026,3,2,1,1,2500,14596.28,0.0,126678.97,686.56,232.2575,0.0,62.845247193309156,159.8481530924513,2.9560294070159197,0,RECS
12027,4,2,1,1,1680,4037.05,45459.82,45956.88,0.0,156.07704,85.3614016976488,25.86575193891427,86.29474763539852,0.0,0,RECS
12028,5,1,2,6,2100,25513.87,0.0,9912.59,5466.82,195.09629999999999,0.0,130.77577586043407,14.890557452345332,28.021136228621454,2,RECS
12029,4,2,1,1,2800,8132.01,66592.72,64326.89,735.1,260.1284,75.02600655337903,31.26152315548783,72.47323236982199,2.8259121264729266,0,RECS
12030,9,5,2,6,830,8667.07,20853.56,6558.46,797.68,77.10949,79.2583854822539,112.39952436464047,24.926820689126597,10.344770792803843,2,RECS
12031,3,2,1,1,2800,29485.85,149423.56,160452.28,5231.56,260.1284,168.34652484219333,113.35113736139537,180.77191937473955,20.111452651844246,0,RECS
12032,1,5,2,4,650,3824.51,42758.36,20637.27,715.14,60.38695,207.51561924488655,63.333385772919485,100.15715905787593,11.84262493800399,1,RECS
12033,5,3,1,7,1010,5479.3,25274.12,2524.75,2069.57,93.83203,78.94011908854577,58.39477201974635,7.88569753047014,22.056114527203558,3,RECS
12034,9,2,1,7,2000,20125.51,55577.26,17759.89,0.0,185.806,87.66177176980293,108.3146400008611,28.012597667405785,0.0,3,RECS
12035,5,1,1,6,1900,14487.49,0.0,16129.87,1520.69,176.5157,0.0,82.07479561308143,26.780604392527124,8.615041041675047,2,RECS
12036,5,5,2,2,700,4963.43,10070.43,10565.46,990.5,65.0321,45.38298764041143,76.32276983212905,47.61386957610165,15.230939797423119,0,RECS
12037,9,2,2,1,1210,4994.0,20649.98,18920.24,0.0,112.41263,53.8365687964066,44.42561302942561,49.32696314497758,0.0,0,RECS
12038,7,2,1,8,2450,10501.01,30306.58,22328.58,4968.62,227.61235,39.022397981392494,46.13550187412942,28.750018481773953,21.829307592492235,3,RECS
12039,3,2,1,3,1060,11223.37,126361.81,126361.81,504.68,98.47718,376.05648352755435,113.9692464792351,376.05648352755435,5.124842120783718,1,RECS
12040,3,2,1,1,2600,9230.2,204371.79,184538.11,953.41,241.5478,247.96518480851412,38.212726425163055,223.9008942983956,3.9470862495953183,0,RECS
12041,5,2,1,3,1780,27692.73,0.0,9257.3,4110.65,165.36734,0.0,167.46190632321955,16.406178924447836,24.85768955345112,1,RECS
12042,9,2,1,4,2000,37558.36,0.0,66362.4,0.0,185.806,0.0,202.13749825086379,104.67312643509898,0.0,1,RECS
12043,4,2,1,9,3160,9458.42,88626.14,88626.14,1286.19,293.57348,88.47444760998167,32.21823715139392,88.47444760998167,4.38115186698744,3,RECS
12044,3,3,1,6,1700,7786.14,75433.17,48098.76,1660.57,157.9351,139.97695613622304,49.2996173744785,89.25407773167588,10.514255539142344,2,RECS
12045,7,5,2,4,500,8345.1,35458.6,11071.35,1879.4,46.4515,223.7147855419093,179.65189498724476,69.85116984058642,40.459403894384465,1,RECS
12046,2,5,1,3,780,2833.63,23509.07,10170.85,1001.13,72.46433999999999,95.07885746244293,39.10378539292569,41.13445565570597,13.815484968192631,1,RECS
12047,1,2,1,3,1900,7548.6,0.0,89227.73,460.03,176.5157,0.0,42.76446797650294,148.14580266134968,2.6061704426291823,1,RECS
12048,8,2,1,2,1500,15062.52,23970.1,20151.58,7011.31,139.3545,50.41058004657187,108.08779049115745,42.37999994388413,50.31276349167052,0,RECS
12049,3,2,1,1,1500,8599.7,108301.38,95354.98,1130.58,139.3545,227.76439754711905,61.71096017710229,200.53732992892228,8.11297805237721,0,RECS
12050,5,2,1,7,1200,10045.58,48143.75,24273.7,2977.03,111.4836,126.56154767382829,90.10814146654755,63.81133666925002,26.703748354017993,3,RECS
12051,3,4,2,4,790,3413.75,20390.96,2971.21,2073.75,73.39337,81.42423543380008,46.5130569695873,11.864497922768773,28.25527700935384,1,RECS
12052,2,5,2,4,750,8392.89,1543.57,3290.7,1743.11,69.67725,6.492443422637949,120.45380665855784,13.841084998331594,25.016917286488773,1,RECS
12053,3,2,2,6,1470,8586.8,56670.02,34349.39,1683.33,136.56741,121.61275835442733,62.87590868128787,73.7131214298492,12.326000764018296,2,RECS
12054,3,2,1,3,2100,10918.93,116995.94,109317.38,2602.41,195.09629999999999,175.74970479573423,55.9668737951463,164.215076728672,13.3391048420703,1,RECS
12055,2,2,1,2,1180,11199.5,35033.9,21695.24,1091.51,109.62554,93.65901510633381,102.16141238620125,57.999674911886416,9.956712641962813,0,RECS
12056,1,2,1,1,3420,18098.88,0.0,99946.01,3879.42,317.72826,0.0,56.96339381331708,92.1897129852724,12.209867639724589,0,RECS
12057,6,1,1,5,1960,29258.53,3969.16,42760.8,0.0,182.08988,6.38830499729035,160.6818017563634,68.82288250615576,0.0,2,RECS
12058,5,2,1,8,4990,9974.45,47801.47,44854.56,2681.17,463.58597,30.219259254912313,21.51585821287905,28.35627392640895,5.783544312180112,3,RECS
12059,6,2,1,5,3500,25672.9,61365.49,33836.27,7201.56,325.1605,55.30944109075365,78.95454706214316,30.4970298826887,22.147708593140926,2,RECS
12060,1,4,1,1,3500,5212.33,80263.75,68146.08,331.93,325.1605,72.34266608720924,16.0300220967799,61.42086696163894,1.020818949411137,0,RECS
12061,9,2,1,9,2000,13619.79,0.0,27261.24,833.3,185.806,0.0,73.30113128747188,42.99903591939981,4.484785206075153,3,RECS
12062,6,3,1,8,1800,10729.47,0.0,9595.55,735.37,167.2254,0.0,64.16172423567232,16.816688338314634,4.397477895104451,3,RECS
12063,9,5,1,7,1190,12368.63,0.0,0.0,2919.97,110.55457,0.0,111.87805262143392,0.0,26.412024396639595,3,RECS
12064,6,2,1,3,2700,25856.06,0.0,24964.25,7899.59,250.8381,0.0,103.07867903639838,29.167410021643445,31.492783592285225,1,RECS
12065,1,5,2,1,650,5115.58,42762.1,32360.14,1128.85,60.38695,207.53377027818098,84.71333624235038,157.0507964045212,18.693608470041955,0,RECS
12066,3,2,1,7,1400,9159.21,48300.7,30063.65,2603.83,130.0642,108.83497880046932,70.42068455424321,67.7418072701789,20.01957494837165,3,RECS
12067,1,2,1,9,700,9348.88,0.0,9022.32,281.06,65.0321,0.0,143.7579287767118,40.65961801510331,4.321865663264757,3,RECS
12068,1,2,1,1,3700,12000.08,100190.75,75812.56,1862.38,343.7411,85.42185759354933,34.91022749389002,64.63720157921179,5.417973003519219,0,RECS
12069,2,3,1,7,3000,7026.49,68936.63,45181.9,1737.69,278.709,72.48896551862337,25.210847155994244,47.51014360820785,6.234782515096391,3,RECS
12070,1,2,1,3,1980,10547.66,0.0,79738.93,2201.03,183.94794,0.0,57.34046274179532,127.04229225959259,11.965505022779817,1,RECS
12071,3,2,1,4,1500,4324.51,65742.64,50170.03,449.72,139.3545,138.26077555758874,31.03243885199258,105.51062837676574,3.2271652512118374,1,RECS
12072,8,5,2,6,850,7967.99,36538.09,17556.2,434.67,78.96755,135.6032265707876,100.90207939843644,65.15604308605245,5.504412888585248,2,RECS
12073,8,2,2,4,980,17591.28,0.0,20235.28,1186.14,91.04494,0.0,193.2153505730247,65.13677470576619,13.028071631438278,1,RECS
12074,4,5,2,6,2000,3764.8,0.0,21948.67,398.7,185.806,0.0,20.26199369234578,34.61954224067038,2.1457864654532144,2,RECS
12075,5,3,1,1,1920,11700.58,13889.08,13359.29,1743.43,178.37376,22.81998520791399,65.59585894248123,21.94953158799815,9.774027300876542,0,RECS
12076,1,2,1,1,1820,4415.63,147401.52,127770.6,1429.56,169.08346,255.48986794994616,26.115091328270665,221.46375235401504,8.454759560751832,0,RECS
12077,5,2,2,7,5080,12866.82,112439.45,90268.56,4362.82,471.94724,69.82293624802213,27.263259342294276,56.05520046639112,9.244296036141666,3,RECS
12078,4,2,2,2,680,10229.29,0.0,0.0,0.0,63.17404,0.0,161.9223655792791,0.0,0.0,0,RECS
12079,9,2,1,5,3400,17791.53,84457.32,14486.11,5415.39,315.8702,78.36127380715244,56.32544633840102,13.440516844608958,17.144352332065512,2,RECS
12080,6,1,1,7,2400,19558.26,0.0,15824.65,2799.29,222.9672,0.0,87.71810382872458,20.800126656073182,12.554716568176845,3,RECS
12081,1,2,1,1,1200,3328.28,50259.48,31769.96,590.26,111.4836,132.12343396768674,29.85443598879118,83.51770078433061,5.294590415092444,0,RECS
12082,9,2,1,2,1460,7692.22,39890.61,0.0,3254.75,135.63838,86.19080354181463,56.711234681511236,0.0,23.9957893923534,0,RECS
12083,9,4,2,5,750,5892.59,8185.34,8185.34,0.0,69.67725,34.42853699220334,84.56978425526266,34.42853699220334,0.0,2,RECS
12084,9,3,2,2,1700,4372.49,31860.31,12478.76,0.0,157.9351,59.12132839381493,27.68535936596741,23.15611078196044,0.0,0,RECS
12085,4,2,1,2,960,8937.68,55550.93,34918.34,1559.99,89.18688,182.54216994730618,100.21294611942923,114.74280546802399,17.49124983405631,0,RECS
12086,5,2,1,2,1280,6437.9,0.0,0.0,0.0,118.91584,0.0,54.13828805313068,0.0,0.0,0,RECS
12087,5,2,1,1,1670,15611.82,0.0,17793.93,3383.45,155.14801,0.0,100.62533190080877,33.612321930716355,21.807885257439008,0,RECS
12088,6,2,1,4,2800,19291.69,0.0,26308.26,3099.35,260.1284,0.0,74.16218298348046,29.63993192000566,11.914692897815078,1,RECS
12089,2,3,1,1,1270,3102.88,56043.73,49406.23,485.36,117.98681,139.2087132013316,26.298532861427475,122.72162653037235,4.113680164757399,0,RECS
