DOEID,REGIONC,DIVISION,STATE_FIPS,state_postal,state_name,BA_climate,IECC_climate_code,UATYP10,,,,,TYPEHUQ,CELLAR,CRAWL,CONCRETE,BASEOTH,BASEFIN,ATTIC,ATTICFIN,STORIES,PRKGPLC1,SIZEOFGARAGE,KOWNRENT,YEARMADERANGE
100193,SOUTH,South Atlantic,45,SC,South Carolina,Hot-Humid,3A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
100194,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
100195,MIDWEST,West North Central,38,ND,North Dakota,Cold,6A,U,,,,,2,1,0,0,0,1,0,-2,1,1,1,1,3
100196,SOUTH,South Atlantic,11,DC,District of Columbia,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
100197,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
100198,SOUTH,South Atlantic,45,SC,South Carolina,Hot-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,9
100199,SOUTH,West South Central,05,AR,Arkansas,Hot-Humid,3A,C,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
100200,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,R,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,4
100201,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,0,0,0,1,0,-2,1,1,2,2,9
100202,MIDWEST,West North Central,19,IA,Iowa,Cold,5A,U,,,,,2,1,0,0,0,1,1,1,1,1,2,1,3
100203,SOUTH,South Atlantic,54,WV,West Virginia,Mixed-Humid,4A,R,,,,,2,0,0,1,0,-2,1,0,5,1,2,1,1
100204,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
100205,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
100206,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,6
100207,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,0,0,0,1,1,0,1,0,-2,1,2
100208,WEST,Pacific,41,OR,Oregon,Marine,4C,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
100209,SOUTH,East South Central,01,AL,Alabama,Mixed-Humid,3A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
100210,WEST,Mountain North,30,MT,Montana,Cold,6B,R,,,,,2,1,0,0,0,1,0,-2,1,1,2,1,5
100211,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,U,,,,,2,0,0,1,1,-2,1,0,1,1,2,1,4
100212,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,2,1,1,1,1,0,0,-2,2,0,-2,1,1
100213,WEST,Mountain South,35,NM,New Mexico,Mixed-Dry,4B,U,,,,,2,0,0,1,0,-2,0,-2,1,1,1,1,4
100214,WEST,Mountain North,56,WY,Wyoming,Cold,6B,C,,,,,2,1,0,0,0,1,1,0,1,1,2,1,5
100215,NORTHEAST,New England,33,NH,New Hampshire,Cold,5A,R,,,,,2,1,0,1,0,0,0,-2,2,1,3,1,2
100216,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
100217,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,R,,,,,2,1,0,0,0,1,1,0,1,1,2,1,7
100218,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,C,,,,,2,1,0,0,0,1,0,-2,1,1,1,1,2
100219,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,0,0,-2,0,-2,2,1,2,2,6
100220,MIDWEST,East North Central,18,IN,Indiana,Mixed-Humid,4A,R,,,,,2,0,1,0,1,-2,1,1,1,1,2,1,4
100221,MIDWEST,West North Central,27,MN,Minnesota,Cold,6A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
100222,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,0,0,0,0,0,-2,3,0,-2,1,1
100223,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,5
100224,WEST,Mountain North,56,WY,Wyoming,Cold,6B,R,,,,,2,0,1,0,0,-2,1,0,2,0,-2,1,1
100225,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,2,0,0,1,0,-2,1,1,1,0,-2,1,4
100226,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,0,0,0,0,1,1,5,1,2,1,6
100227,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,2,0,-2,2,1
100228,SOUTH,East South Central,28,MS,Mississippi,Mixed-Humid,3A,C,,,,,2,0,0,1,0,-2,1,0,2,0,-2,1,7
100229,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,R,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,1,6
100230,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,6A,C,,,,,2,1,1,0,0,0,0,-2,2,0,-2,1,1
100231,SOUTH,East South Central,01,AL,Alabama,Mixed-Humid,3A,U,,,,,2,0,1,1,0,-2,1,0,1,0,-2,1,3
100232,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,7
100233,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,5
100234,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,3
100235,WEST,Pacific,06,CA,California,Marine,3C,C,,,,,2,0,0,1,0,-2,0,-2,1,0,-2,1,4
100236,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
100237,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,1,1,1,0,1,1,0,2,1,1,1,2
100238,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,2,1,0,0,0,1,0,-2,2,1,2,1,3
100239,WEST,Pacific,53,WA,Washington,Cold,5B,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
100240,SOUTH,West South Central,05,AR,Arkansas,Mixed-Humid,3A,R,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,5
100241,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,U,,,,,2,0,0,1,0,-2,0,-2,1,1,1,1,3
100242,WEST,Pacific,41,OR,Oregon,Marine,4C,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
100243,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,1,0,0,0,0,-2,1,0,-2,1,2
100244,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,2,4
100245,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Mixed-Humid,4A,U,,,,,2,1,0,0,0,0,1,0,2,1,1,1,3
100246,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,0,1,0,1,0,-2,4,1,2,1,4
100247,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,0,-2,2,1,2,1,9
100248,WEST,Pacific,41,OR,Oregon,Marine,4C,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
100249,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
100250,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,7
100251,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,R,,,,,2,1,0,0,0,1,0,-2,1,1,2,1,3
100252,SOUTH,East South Central,01,AL,Alabama,Mixed-Humid,3A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
100253,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,3
100254,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
100255,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,4A,U,,,,,3,1,0,0,0,1,1,0,2,1,2,1,5
100256,SOUTH,West South Central,48,TX,Texas,Hot-Dry,3B,U,,,,,3,0,1,0,0,-2,0,-2,1,0,-2,2,2
100257,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Mixed-Humid,4A,U,,,,,3,1,0,0,0,0,1,1,2,0,-2,1,1
100258,MIDWEST,West North Central,19,IA,Iowa,Cold,5A,U,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,3
100259,WEST,Pacific,41,OR,Oregon,Marine,4C,C,,,,,2,0,1,1,1,-2,1,0,1,1,2,1,4
100260,SOUTH,South Atlantic,13,GA,Georgia,Hot-Humid,2A,R,,,,,2,0,1,0,0,-2,1,0,2,1,2,1,6
100261,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,0,1,0,-2,1,3
100262,WEST,Mountain South,32,NV,Nevada,Hot-Dry,3B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,9
100263,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,0,0,-2,1,0,1,1,1,1,2
100264,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,R,,,,,2,0,1,0,0,-2,0,-2,2,0,-2,1,5
100265,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,R,,,,,2,1,0,0,0,0,0,-2,2,0,-2,2,2
100266,SOUTH,South Atlantic,10,DE,Delaware,Mixed-Humid,4A,U,,,,,2,0,1,0,0,-2,1,0,2,0,-2,1,6
100267,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,C,,,,,2,0,1,0,0,-2,0,-2,1,1,3,1,3
100268,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,3,1,0,1,0,1,1,0,2,0,-2,1,5
100269,MIDWEST,West North Central,27,MN,Minnesota,Cold,6A,R,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
100270,WEST,Mountain North,16,ID,Idaho,Cold,6B,R,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,1,6
100271,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,1,2,0,-2,1,1
100272,MIDWEST,West North Central,19,IA,Iowa,Cold,6A,R,,,,,2,1,0,0,0,0,1,0,1,1,2,1,2
100273,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5
100274,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,0,2,0,-2,1,7
100275,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
100276,WEST,Pacific,06,CA,California,Hot-Dry,3B,R,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,7
100277,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,9
100278,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
100279,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
100280,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
100281,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,R,,,,,2,0,1,0,1,-2,1,0,1,1,1,1,2
100282,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,U,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,3
100283,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,2,0,-2,1,4
100284,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,0,2,0,-2,1,2
100285,WEST,Mountain North,16,ID,Idaho,Cold,6B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
100286,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,R,,,,,2,1,0,0,0,1,1,0,2,1,2,1,4
100287,WEST,Pacific,53,WA,Washington,Cold,5B,U,,,,,2,1,0,0,0,1,1,0,5,0,-2,1,7
100288,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,1,0,-2,0,-2,1,0,-2,1,3
100289,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,1,1,0,-2,1,2
100290,WEST,Mountain South,04,AZ,Arizona,Mixed-Dry,4B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,2,4
100291,SOUTH,East South Central,28,MS,Mississippi,Hot-Humid,3A,R,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,7
100292,WEST,Pacific,53,WA,Washington,Marine,4C,R,,,,,2,1,0,1,0,0,1,0,2,1,1,1,1
100293,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
100294,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,2,1,3,1,5
100295,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,2,0,1,0,0,-2,1,0,2,1,2,1,5
100296,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
100297,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
100298,NORTHEAST,New England,23,ME,Maine,Cold,6A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
100299,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,3,1,0,0,0,0,0,-2,3,0,-2,1,6
100300,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,C,,,,,3,0,0,1,1,-2,0,-2,1,1,1,1,5
100301,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,2,1,0,0,0,1,1,0,1,0,-2,1,1
100302,NORTHEAST,New England,23,ME,Maine,Cold,6A,R,,,,,2,1,0,0,1,0,0,-2,2,0,-2,1,4
100303,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,3,1,0,0,0,1,1,0,3,0,-2,1,5
100304,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,2,1,3,1,7
100305,WEST,Pacific,02,AK,Alaska,Very-Cold,7AK,C,,,,,2,1,0,0,0,1,0,-2,2,1,1,1,5
100306,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,0,0,0,1,0,-2,2,1,2,1,4
100307,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,U,,,,,3,1,0,0,0,0,1,0,2,0,-2,1,4
100308,NORTHEAST,New England,23,ME,Maine,Cold,6A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
100309,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
100310,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,U,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,2
100311,SOUTH,South Atlantic,37,NC,North Carolina,Cold,5A,R,,,,,2,0,1,0,0,-2,1,1,2,0,-2,1,1
100312,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,C,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
100313,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5
100314,WEST,Mountain South,32,NV,Nevada,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,2,7
100315,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,R,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,5
100316,WEST,Mountain South,35,NM,New Mexico,Hot-Dry,3B,C,,,,,2,0,0,1,0,-2,1,0,1,1,1,1,3
100317,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,0,0,-2,0,-2,1,1,1,1,1
100318,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,1,1,1,3,1,8
100319,MIDWEST,West North Central,19,IA,Iowa,Cold,6A,C,,,,,2,1,0,0,0,1,1,0,1,1,2,1,4
100320,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,R,,,,,2,1,0,0,0,1,0,-2,5,1,3,1,5
100321,NORTHEAST,New England,50,VT,Vermont,Cold,6A,U,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,1,2
100322,SOUTH,South Atlantic,37,NC,North Carolina,Hot-Humid,3A,R,,,,,2,0,1,1,1,-2,0,-2,1,0,-2,2,7
100323,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
100324,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,U,,,,,2,1,1,0,0,0,1,0,1,1,2,1,3
100325,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,1,2
100326,SOUTH,South Atlantic,11,DC,District of Columbia,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
100327,SOUTH,West South Central,48,TX,Texas,Hot-Dry,3B,U,,,,,2,0,0,0,1,-2,0,-2,2,1,2,1,7
100328,WEST,Pacific,41,OR,Oregon,Cold,5B,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
100329,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,2,1,1,1,0,1,1,0,1,0,-2,1,1
100330,MIDWEST,East North Central,18,IN,Indiana,Mixed-Humid,4A,R,,,,,2,1,0,0,0,0,0,-2,2,0,-2,1,8
100331,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,3,0,0,1,0,-2,1,0,1,1,2,1,6
100332,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,1,1,2,7
100333,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,0,1,1,3,1,8
100334,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,R,,,,,2,0,0,1,0,-2,0,-2,1,1,3,1,3
100335,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
100336,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
100337,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
100338,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,U,,,,,2,1,0,1,0,1,0,-2,2,1,2,2,8
100339,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,3B,C,,,,,2,0,1,0,1,-2,1,0,1,0,-2,1,1
100340,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
100341,MIDWEST,West North Central,19,IA,Iowa,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,1,1,2,1,3
100342,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,1,1,0,1,0,-2,3,1,3,1,6
100343,SOUTH,South Atlantic,54,WV,West Virginia,Mixed-Humid,4A,U,,,,,2,1,0,1,0,1,1,0,5,0,-2,1,7
100344,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
100345,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
100346,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,2,5
100347,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
100348,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,1,0,-2,1,0,2,1,2,1,2
100349,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5
100350,NORTHEAST,New England,33,NH,New Hampshire,Cold,5A,R,,,,,2,1,1,0,0,0,1,0,2,0,-2,1,1
100351,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
100352,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
100353,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,5
100354,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,U,,,,,2,1,0,1,0,0,1,0,4,1,2,1,3
100355,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
100356,SOUTH,East South Central,28,MS,Mississippi,Hot-Humid,3A,R,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,2
100357,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,1A,U,,,,,2,0,0,0,1,-2,0,-2,2,0,-2,1,6
100358,SOUTH,East South Central,28,MS,Mississippi,Mixed-Humid,3A,C,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
100359,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,2A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
100360,NORTHEAST,New England,33,NH,New Hampshire,Cold,5A,U,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
100361,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
100362,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
100363,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,2,0,1,0,1,-2,1,0,1,0,-2,1,2
100364,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,4
100365,WEST,Mountain North,49,UT,Utah,Cold,5B,U,,,,,2,1,0,0,0,0,1,0,2,1,2,1,7
100366,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,R,,,,,2,1,1,0,0,0,0,-2,2,0,-2,1,1
100367,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,U,,,,,2,1,0,0,0,1,1,0,1,1,2,1,6
100368,WEST,Mountain North,56,WY,Wyoming,Cold,6B,C,,,,,2,0,1,0,0,-2,1,0,2,0,-2,1,1
100369,WEST,Pacific,02,AK,Alaska,Subarctic,8AK,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8
100370,SOUTH,East South Central,01,AL,Alabama,Hot-Humid,3A,R,,,,,2,0,0,1,0,-2,1,1,1,1,2,1,8
100371,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,0,-2,3,1,2,2,4
100372,WEST,Mountain North,49,UT,Utah,Cold,6B,C,,,,,3,0,0,1,0,-2,0,-2,1,0,-2,1,5
100373,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,2
100374,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,2
100375,WEST,Mountain North,08,CO,Colorado,Cold,5B,R,,,,,2,1,1,1,0,1,0,-2,2,1,2,1,4
100376,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,9
100377,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
100378,WEST,Mountain South,35,NM,New Mexico,Cold,5B,U,,,,,2,0,0,0,1,-2,0,-2,2,1,2,1,9
100379,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,3,1,0,0,1,1,1,0,1,1,2,1,8
100380,NORTHEAST,New England,33,NH,New Hampshire,Cold,5A,R,,,,,2,1,0,1,0,1,0,-2,2,0,-2,1,6
100381,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,C,,,,,2,1,0,0,0,1,1,0,1,0,-2,2,1
100382,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,U,,,,,3,0,0,1,0,-2,1,0,3,1,1,1,9
100383,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,0,0,0,1,0,-2,1,1,2,1,2
100384,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,C,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
100385,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,1,0,0,1,1,0,1,1,1,1,3
100386,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,5
100387,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,0,1,1,0,-2,2,0,-2,1,1
100388,WEST,Mountain South,35,NM,New Mexico,Mixed-Dry,4B,U,,,,,3,0,0,1,0,-2,0,-2,1,1,1,1,5
100389,WEST,Pacific,53,WA,Washington,Cold,5B,C,,,,,2,0,0,1,0,-2,1,1,2,1,1,1,4
100390,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,U,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,6
