DOEID,REGIONC,DIVISION,STATE_FIPS,state_postal,state_name,BA_climate,IECC_climate_code,UATYP10,,,,,TYPEHUQ,CELLAR,CRAWL,CONCRETE,BASEOTH,BASEFIN,ATTIC,ATTICFIN,STORIES,PRKGPLC1,SIZEOFGARAGE,KOWNRENT,YEARMADERANGE
107742,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3
107743,SOUTH,West South Central,48,TX,Texas,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,7
107744,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,3,0,1,1,1,-2,1,0,1,1,1,1,5
107745,SOUTH,East South Central,28,MS,Mississippi,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,6
107746,NORTHEAST,New England,23,ME,Maine,Cold,6A,U,,,,,2,1,0,0,0,1,0,-2,1,0,-2,1,7
107747,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
107748,NORTHEAST,New England,33,NH,New Hampshire,Cold,5A,U,,,,,2,1,0,0,0,0,0,-2,2,1,2,1,5
107749,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,5
107750,NORTHEAST,New England,44,RI,Rhode Island,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,2
107751,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
107752,NORTHEAST,New England,50,VT,Vermont,Cold,6A,R,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
107753,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,C,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
107754,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,R,,,,,2,1,0,1,0,0,0,-2,2,0,-2,1,1
107755,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,U,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,6
107756,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,R,,,,,2,0,0,1,0,-2,0,-2,2,1,2,1,3
107757,SOUTH,East South Central,01,AL,Alabama,Mixed-Humid,3A,C,,,,,2,1,0,1,0,1,1,0,2,1,2,1,4
107758,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,C,,,,,2,1,0,0,0,1,0,-2,5,1,1,1,4
107759,WEST,Pacific,41,OR,Oregon,Marine,4C,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
107760,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
107761,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,3A,U,,,,,3,0,0,1,0,-2,1,0,1,0,-2,2,4
107762,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,2,0,0,1,0,-2,1,1,1,1,1,1,1
107763,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,3,0,0,1,0,-2,0,-2,2,1,1,1,9
107764,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
107765,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,2,4
107766,WEST,Mountain South,32,NV,Nevada,Hot-Dry,3B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
107767,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,9
107768,SOUTH,South Atlantic,11,DC,District of Columbia,Mixed-Humid,4A,U,,,,,3,1,1,1,0,1,1,0,2,0,-2,1,1
107769,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,1,0,0,1,1,0,2,0,-2,1,1
107770,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,U,,,,,3,1,0,1,0,1,0,-2,2,0,-2,1,4
107771,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,R,,,,,2,0,0,0,1,-2,0,-2,2,1,2,1,1
107772,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,C,,,,,2,1,0,0,0,1,1,0,1,0,-2,2,1
107773,WEST,Mountain North,30,MT,Montana,Cold,6B,R,,,,,2,1,1,1,0,1,1,0,1,1,2,2,4
107774,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,3,0,0,1,0,-2,1,0,1,0,-2,1,6
107775,NORTHEAST,New England,23,ME,Maine,Cold,6A,R,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,7
107776,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,U,,,,,2,1,0,0,0,0,1,0,2,1,2,1,4
107777,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,1,1,0,0,1,0,2,1,2,1,6
107778,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,U,,,,,2,1,0,0,0,1,0,-2,2,1,2,1,5
107779,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,3,0,0,0,1,-2,0,-2,2,1,2,1,7
107780,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,5,1,2,1,3
107781,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,U,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,3
107782,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,8
107783,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,3,1,0,0,1,1,1,0,2,0,-2,1,4
107784,MIDWEST,West North Central,19,IA,Iowa,Cold,5A,U,,,,,3,1,0,0,0,1,0,-2,3,1,1,1,4
107785,WEST,Mountain South,32,NV,Nevada,Cold,5B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,9
107786,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,9
107787,WEST,Mountain North,49,UT,Utah,Cold,5B,U,,,,,2,1,0,0,0,1,0,-2,1,1,1,1,4
107788,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,7
107789,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,R,,,,,2,1,0,0,0,1,1,0,1,0,-2,1,3
107790,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,U,,,,,2,1,0,0,0,1,0,-2,2,1,2,1,6
107791,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,U,,,,,2,1,1,1,0,1,1,0,2,1,2,1,6
107792,MIDWEST,West North Central,38,ND,North Dakota,Very-Cold,7A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
107793,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,4
107794,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
107795,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,1A,U,,,,,2,0,0,1,0,-2,1,0,3,0,-2,1,1
107796,MIDWEST,East North Central,39,OH,Ohio,Mixed-Humid,4A,R,,,,,2,0,1,0,0,-2,1,0,1,1,1,1,3
107797,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,4A,R,,,,,2,1,0,0,0,1,0,-2,2,0,-2,1,3
107798,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,2,6
107799,SOUTH,East South Central,28,MS,Mississippi,Mixed-Humid,3A,R,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,7
107800,WEST,Mountain North,56,WY,Wyoming,Cold,6B,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,4
107801,NORTHEAST,New England,50,VT,Vermont,Cold,6A,C,,,,,2,1,0,0,0,1,0,-2,2,1,2,1,7
107802,WEST,Pacific,41,OR,Oregon,Marine,4C,C,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
107803,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,3,0,0,0,1,-2,0,-2,2,1,2,2,5
107804,WEST,Mountain South,35,NM,New Mexico,Hot-Dry,3B,C,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
107805,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,C,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
107806,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8
107807,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,0,-2,1,7
107808,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,R,,,,,2,0,1,0,0,-2,1,1,2,0,-2,1,7
107809,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Mixed-Humid,4A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
107810,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,U,,,,,3,0,1,0,0,-2,1,0,2,0,-2,1,4
107811,WEST,Pacific,06,CA,California,Hot-Dry,3B,C,,,,,2,0,1,1,0,-2,1,1,1,0,-2,2,1
107812,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,1,2,0,-2,1,1
107813,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
107814,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
107815,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,R,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,7
107816,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,3A,U,,,,,2,1,1,1,0,0,1,0,2,0,-2,1,1
107817,NORTHEAST,New England,44,RI,Rhode Island,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,1,0,-2,1,5
107818,NORTHEAST,New England,44,RI,Rhode Island,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,2
107819,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,2
107820,WEST,Mountain North,16,ID,Idaho,Cold,5B,C,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
107821,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,2,0,1,0,0,-2,1,0,2,1,2,1,5
107822,SOUTH,West South Central,05,AR,Arkansas,Mixed-Humid,3A,C,,,,,2,0,0,1,0,-2,1,0,1,0,-2,1,2
107823,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,U,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,2,1
107824,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
107825,NORTHEAST,New England,50,VT,Vermont,Cold,6A,R,,,,,2,1,1,0,0,0,0,-2,2,0,-2,1,1
107826,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
107827,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,R,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,6
107828,WEST,Pacific,02,AK,Alaska,Very-Cold,7AK,R,,,,,2,0,0,1,0,-2,0,-2,2,0,-2,1,7
107829,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,7
107830,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,2,1,0,1,0,1,0,-2,1,1,2,1,6
107831,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,U,,,,,2,1,1,1,0,1,0,-2,2,1,2,1,3
107832,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
107833,WEST,Mountain North,56,WY,Wyoming,Cold,6B,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,7
107834,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,U,,,,,3,1,0,0,0,1,0,-2,2,0,-2,2,4
107835,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,0,1,0,0,-2,1,0,1,1,1,1,2
107836,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
107837,WEST,Mountain South,32,NV,Nevada,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,0,-2,2,1,2,1,8
107838,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,3A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,9
107839,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,2,1,1,0,0,0,1,0,1,0,-2,1,5
107840,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,U,,,,,2,0,1,1,0,-2,0,-2,5,1,2,1,6
107841,WEST,Mountain South,32,NV,Nevada,Hot-Dry,3B,U,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,2
107842,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,R,,,,,2,0,0,1,0,-2,0,-2,1,0,-2,2,7
107843,SOUTH,West South Central,48,TX,Texas,Hot-Dry,3B,R,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,4
107844,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,U,,,,,2,1,0,0,0,0,1,1,2,0,-2,1,1
107845,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,6
107846,MIDWEST,West North Central,38,ND,North Dakota,Cold,6A,R,,,,,2,1,0,0,0,0,0,-2,1,0,-2,1,3
107847,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
107848,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,7
107849,WEST,Mountain South,32,NV,Nevada,Hot-Dry,3B,U,,,,,2,0,0,0,1,-2,0,-2,2,1,1,1,6
107850,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
107851,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,6
107852,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
107853,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,U,,,,,3,1,0,0,0,1,1,0,5,1,1,2,3
107854,WEST,Pacific,02,AK,Alaska,Subarctic,8AK,R,,,,,2,0,1,1,0,-2,0,-2,2,1,2,1,6
107855,WEST,Pacific,02,AK,Alaska,Very-Cold,7AK,C,,,,,3,0,0,1,0,-2,0,-2,2,0,-2,2,6
107856,WEST,Mountain South,35,NM,New Mexico,Cold,5B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
107857,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8
107858,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,3,0,0,1,0,-2,1,0,1,0,-2,2,5
107859,WEST,Mountain North,16,ID,Idaho,Cold,5B,U,,,,,3,0,0,0,1,-2,0,-2,1,1,1,1,5
107860,NORTHEAST,New England,23,ME,Maine,Cold,6A,R,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
107861,WEST,Mountain North,30,MT,Montana,Cold,6B,C,,,,,2,0,1,1,0,-2,0,-2,1,1,2,1,2
107862,WEST,Mountain North,08,CO,Colorado,Cold,5B,R,,,,,2,1,0,0,0,1,1,0,1,1,2,1,5
107863,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,0,0,0,1,0,-2,2,1,2,1,3
107864,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,0,0,1,0,-2,1,0,1,0,-2,1,4
107865,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,R,,,,,2,1,0,0,0,1,0,-2,1,1,1,1,6
107866,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,U,,,,,2,1,0,0,0,1,0,-2,1,0,-2,1,5
107867,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,3,1,0,0,0,1,0,-2,2,0,-2,1,2
107868,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
107869,WEST,Mountain North,16,ID,Idaho,Cold,5B,U,,,,,2,0,1,0,0,-2,0,-2,1,1,2,1,5
107870,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,3B,R,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,9
107871,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,4
107872,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
107873,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,0,-2,5,1,2,1,6
107874,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,1,1,0,-2,0,-2,1,0,-2,1,3
107875,WEST,Pacific,02,AK,Alaska,Very-Cold,7AK,U,,,,,2,0,1,0,0,-2,0,-2,2,1,2,1,7
107876,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,U,,,,,2,1,0,0,0,0,0,-2,2,0,-2,1,1
107877,MIDWEST,West North Central,19,IA,Iowa,Cold,6A,C,,,,,2,1,0,0,0,0,0,-2,1,1,1,1,4
107878,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,2,1,0,1,0,1,1,0,2,0,-2,1,4
107879,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,U,,,,,2,1,0,1,0,1,1,0,2,1,2,1,5
107880,NORTHEAST,New England,44,RI,Rhode Island,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,3,1,1,1,5
107881,WEST,Pacific,02,AK,Alaska,Very-Cold,7AK,R,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,6
107882,WEST,Pacific,02,AK,Alaska,Very-Cold,7AK,U,,,,,3,0,1,0,0,-2,0,-2,1,0,-2,2,4
107883,MIDWEST,West North Central,38,ND,North Dakota,Cold,6A,U,,,,,2,1,0,0,0,1,1,0,2,1,3,1,6
107884,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,1,0,1,0,0,1,0,2,1,1,1,2
107885,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
107886,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,R,,,,,2,1,1,0,0,0,0,-2,1,0,-2,3,1
107887,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,R,,,,,2,1,0,0,0,1,0,-2,3,1,3,1,5
107888,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,R,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,9
107889,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,0,-2,1,7
107890,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,1,1,1,2,1,5
107891,WEST,Pacific,41,OR,Oregon,Marine,4C,U,,,,,2,1,1,0,0,1,1,1,1,0,-2,1,1
107892,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,1
107893,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
107894,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
107895,WEST,Mountain North,56,WY,Wyoming,Cold,6B,U,,,,,2,0,1,1,0,-2,1,0,1,1,1,1,4
107896,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,R,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,1,3
107897,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,2,0,0,1,0,-2,0,-2,2,1,2,1,7
107898,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
107899,WEST,Mountain South,32,NV,Nevada,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,1,2,1,2,1,5
107900,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
107901,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,1,1,0,-2,1,1
107902,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,2,3
107903,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,2,1,2,1,5
107904,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,C,,,,,2,1,0,0,0,1,1,0,1,1,2,1,5
107905,NORTHEAST,New England,50,VT,Vermont,Cold,6A,C,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,9
107906,NORTHEAST,New England,44,RI,Rhode Island,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
107907,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,2,1
107908,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,4A,R,,,,,2,1,0,0,0,1,1,0,3,0,-2,1,6
107909,WEST,Mountain North,30,MT,Montana,Cold,6B,R,,,,,2,0,1,0,0,-2,0,-2,2,1,2,1,5
107910,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
107911,MIDWEST,West North Central,19,IA,Iowa,Cold,5A,C,,,,,2,1,1,0,0,1,1,0,1,0,-2,1,1
107912,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,2,0,1,1,0,-2,1,0,1,1,1,2,4
107913,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,U,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
107914,WEST,Mountain North,30,MT,Montana,Cold,6B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,9
107915,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,6
107916,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,3,0,1,0,0,-2,0,-2,1,0,-2,1,3
107917,SOUTH,West South Central,05,AR,Arkansas,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,5
107918,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,U,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,3
107919,SOUTH,South Atlantic,13,GA,Georgia,Hot-Humid,3A,R,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,7
107920,MIDWEST,West North Central,38,ND,North Dakota,Cold,6A,U,,,,,2,1,0,0,0,1,0,-2,2,0,-2,2,1
107921,WEST,Mountain North,08,CO,Colorado,Cold,5B,C,,,,,2,0,1,0,0,-2,1,0,2,0,-2,1,4
107922,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,R,,,,,2,1,0,1,0,1,0,-2,5,1,2,1,5
107923,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,0,1,0,0,-2,1,0,2,1,2,1,5
107924,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
107925,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,U,,,,,3,0,0,1,0,-2,1,1,2,0,-2,1,8
107926,WEST,Mountain North,16,ID,Idaho,Cold,5B,U,,,,,2,0,1,0,0,-2,0,-2,1,1,3,1,7
107927,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,3
107928,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,R,,,,,2,1,0,1,0,1,0,-2,1,1,2,1,3
107929,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
107930,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,R,,,,,2,0,0,1,0,-2,1,0,1,0,-2,1,5
107931,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
107932,NORTHEAST,New England,23,ME,Maine,Cold,6A,R,,,,,2,1,0,0,0,1,1,0,2,1,2,1,7
107933,WEST,Pacific,41,OR,Oregon,Marine,4C,U,,,,,2,0,0,1,0,-2,0,-2,2,0,-2,1,3
107934,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,R,,,,,2,0,0,1,0,-2,1,0,1,0,-2,1,6
107935,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
107936,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,U,,,,,2,0,1,0,0,-2,0,-2,1,1,2,1,2
107937,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,5
107938,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,C,,,,,2,1,0,0,0,0,1,0,1,1,2,1,7
107939,NORTHEAST,New England,50,VT,Vermont,Cold,6A,U,,,,,2,1,1,0,0,1,1,0,5,1,2,1,4
107940,NORTHEAST,New England,23,ME,Maine,Cold,6A,U,,,,,2,1,0,0,0,0,0,-2,2,1,2,1,4
