,DIVISION,YRCONC,SQM,NormalizedGasKWh,NormalizedElecKWh,NormalizedHeatKWh,NormalizedCoolKWh
2728,7,3,14864.48,20.30172751135593,186.70791040117112,22.748606006600973,40.10696177693401
2729,4,1,24154.78,41.91099067079063,0.8347002125459226,36.51688212664326,0.4168913796772316
2730,3,1,5574.18,112.39730108015887,124.57060948874991,112.39730108015887,6.12043298027692
2732,3,3,390.19259999999997,72.32351321116803,9.105759565916935,72.32351321116803,0.6684729284973626
2734,2,0,5109.665,40.62889966974352,15.371457815727645,39.23984706492501,0.11448298782796916
2735,8,3,39483.775,4.776318513262726,93.65396292527753,3.7078769801266476,3.38366663780249
2736,4,2,14307.062,144.32626183845434,90.04853686941456,67.82774940005153,6.480124675142948
2737,5,3,25548.325,70.69542451961136,210.31899351523043,66.26921166366093,16.535943410106142
2738,2,3,20438.66,218.16716421453268,126.9945289955408,203.50653072305133,14.236082852251567
2739,2,1,371.612,51.03497882737909,45.74125700999967,51.03497882737909,4.612801198561941
2742,1,2,3809.023,6.986881246975932,106.89092714851026,22.21301650606993,4.4869830155921875
2743,3,3,222.9672,145.59359160002012,175.82855236106477,145.59359160002012,129.87978344796906
2744,9,3,9476.106,179.57993715203273,261.76627825817906,72.55120931720266,19.381345331405118
2746,7,2,5388.374,46.82691713771168,171.1924599146236,44.65438271007173,43.38504041905778
2747,8,0,16722.54,78.44390863678603,47.462108029043435,13.487770767359505,2.808883187243086
2748,5,3,19045.115,22.058149153260562,305.52028696072455,10.396486681860415,46.044045996886865
2750,3,1,1625.8025,67.42010655107248,72.717319600628,67.42010655107248,6.263035531068504
2753,1,1,11519.972,60.11391816707541,71.3364581094468,57.977064132621166,3.3766084342045284
2754,9,2,8082.561,253.52808867424574,333.5607365041848,227.29225892498678,20.334459569312255
2756,7,3,3716.12,15.228947461868833,201.15362259561047,115.78998521011164,0.0
2758,7,1,21367.69,15.331396244797638,262.037262801922,62.219678460891195,0.0
2759,5,3,30657.99,133.38535654118226,154.69742145522258,132.65774526709026,34.19887700645085
2761,7,2,2461.9295,135.23471218123834,89.10287642274078,135.23471218123834,19.02313815769298
2763,4,2,21832.204999999998,22.489377043088414,476.9477476049717,272.0296340807995,0.0
2764,3,0,929.03,199.69446518196403,109.89849628106735,221.9018418942338,6.72874334520952
2765,3,1,171.87055,158.8976187892574,35.62564965318374,158.50713153591468,7.589776264752746
2766,5,0,111.4836,143.72843946553576,100.49011693199718,143.72843946553576,60.27635418124281
2772,7,2,15050.286,4.762361932191854,175.80649297960184,13.127754003412294,1.8147078820960614
2773,4,0,28335.415,45.70631552285364,112.75582164580966,35.762029987667376,6.1892565100952295
2774,2,2,13749.644,88.35829189795751,171.2806527936287,90.0162214845708,13.265951840062188
2775,1,0,25083.81,139.43701518146565,49.272339409364044,129.11931662701957,12.061661804646105
2776,9,2,46451.5,66.51780149174947,187.1753764679289,0.0,34.881641462816056
2777,7,2,4319.9895,193.16512593028298,186.91758394320172,155.00623921585924,18.55578119344966
2779,3,0,4459.344,41.68917335576713,33.06046808678586,43.66407898089943,3.3637801867270167
2781,3,1,464.515,121.80318837281898,160.901154968085,120.12683853051033,15.304815383787394
2783,5,3,18208.988,130.16241444593186,259.53056809087906,86.23698320505235,12.684016300576397
2784,5,3,6967.725,324.9404483682981,465.9595492072376,257.50323491900156,123.86423011470745
2785,7,2,3251.605,189.39733823511776,216.7938602628548,54.66906806023488,33.4050493577787
2788,4,1,6038.695,256.08647397210825,169.5743865189416,253.6642331386169,16.451824797907495
2789,2,2,14678.673999999999,223.0057891398774,250.50484805371386,145.23433089780454,18.064527764905744
2793,7,1,33445.08,118.53963218204292,104.13848613906738,86.30956670380218,38.75818557647344
2794,8,3,7339.3369999999995,145.3246759981181,110.73575174433331,125.30715670230161,5.95894319323394
2795,3,0,5945.792,224.55884574754717,86.73915939205408,215.84246340067062,8.941097689929281
2796,7,3,3205.1535,23.062623001675274,78.84021779300117,28.843205912602944,15.97539921067743
2798,3,2,2972.896,203.63882819008808,294.3486755002529,201.43840214390278,5.4945094803181815
2799,4,1,4645.15,118.53541028728893,101.96635200155,116.95893480705683,12.092431922327592
2800,7,2,17837.376,23.303919236887758,102.473816776638,3.452223755612933,24.043588757169218
2801,3,3,14492.868,161.23120423797417,203.9320995678702,122.19206455471755,13.236361969970332
2803,8,1,46451.5,85.15023755893782,70.143848960744,15.41561725029332,7.738168412279475
2804,7,1,464.515,448.98352278182625,462.1680677696092,79.91904812761699,126.09469444259067
2805,3,0,39019.26,164.84066223670055,86.19961014124819,160.21339498352864,19.229051911338146
2806,4,3,7060.628,202.7292733758244,163.66320389631065,77.88200397089325,4.780990726745554
2807,1,3,28799.93,66.4056946420356,165.6377984252045,58.26257500181425,8.80576699311422
2810,2,2,11705.778,164.00705396206902,161.6205262050929,127.9548568147286,8.890214256668802
2812,2,2,566.7083,166.45485677905194,26.039851542671954,136.73136623550425,9.759064479909682
2814,7,3,3483.8625,173.07938828527247,221.24839886763613,119.60469057059514,20.815423795284687
2815,1,3,1858.06,88.58628785615106,41.066488703271155,87.48502001657644,9.163299218001573
2816,6,2,7432.24,43.90792889209714,42.03268462805292,43.90792889209714,9.41487787800179
2817,1,0,6967.725,154.5925155781837,58.26320642677488,134.73465747126932,4.795062971342871
2818,3,3,7896.755,67.80422974057066,157.23876453049385,68.65648898427266,4.728287076527003
2820,5,1,33909.595,168.45218760159185,446.4311354942458,17.65142513902039,83.11331818483825
2821,2,2,12077.39,18.60403261201303,24.229489980865072,18.245768099233363,1.1871697885884285
2822,8,0,1393.545,12.443390725093197,90.98019798427751,21.210210387178023,3.7419762569561805
2823,8,2,8454.173,66.1714707633733,226.35661702214986,86.65530702671923,6.709122480341956
2826,5,2,8268.367,29.136620921277444,75.15075225857778,38.57951795052155,18.36007609362284
2827,3,3,13192.226,233.52768842938258,83.79025647377478,214.52642953812347,15.582237255865689
2828,4,1,24619.295,136.05951282548912,76.11988889202554,116.255702590062,10.81495099087931
2829,7,3,7432.24,35.88185985503698,100.8262650291164,27.67487500417102,44.16656595023842
2830,4,0,21832.204999999998,103.63365502646207,90.31543080508818,97.69329104238443,25.583534475102265
2831,5,2,17837.376,132.07222443480478,134.53862272118948,53.36760196724003,8.845063385612324
2832,3,0,4552.247,9.486178080407324,87.5807046498136,71.10461774196347,6.058682391135631
2833,8,3,27870.9,23.340432317327394,41.54605699851817,9.595741115285119,3.033370917767277
2838,3,2,17837.376,491.71338267915644,410.73507672877446,472.9756686977951,37.28874844764162
2839,7,3,8732.882,25.144878480322994,79.58575416454728,20.52766420982214,17.913313409937295
2840,4,3,5016.762,153.47022647656001,149.76034342470302,152.57525722747067,6.475032415131514
2841,3,1,10219.33,20.861455974608905,277.6999079195994,446.8873541873098,0.0
2844,5,3,1184.51325,12.969205433539896,87.33882883960986,25.812969469948946,28.88888159841184
2845,9,1,9661.912,78.67966378569791,39.18002979120489,319.87425838146737,0.0
2849,5,3,836.127,133.5205323736705,113.60235945017922,113.72056452309279,26.32576581906816
2851,3,3,23225.75,13.278873728297258,30.60710633671679,12.917647782224472,0.0
2852,3,1,35303.14,371.6626126915057,139.32922114010256,234.84570300231087,58.70034524846799
2853,6,1,6967.725,192.81585771711715,118.66226063743905,191.8212781569307,27.437457830497042
2854,8,1,2601.284,174.1505673321329,53.50050205975203,163.71889706429596,16.05213807412032
2855,5,3,9290.392903,2.016930900839426,14.94317855546997,15.42901508457333,10.61250699592721
2857,3,2,14678.673999999999,49.451813217597184,94.79112350339003,35.25874770159758,8.558266566653092
2859,9,0,195.09629999999999,34.7470726046573,122.3498344151068,34.7470726046573,11.233349571468041
2861,2,1,1625.8025,1.6948267344895829,70.33757175302658,246.1419471399509,1.6618387221080053
2863,2,0,3065.799,15.607770865604694,112.39386535125101,103.7280299859841,34.074939803946705
2865,7,2,952.25575,55.3890843000948,103.19811668241435,53.733616313684635,15.181124626446204
2866,5,3,696.7725,74.91986206545178,76.97203893666871,77.9062085415254,15.105445210595999
2868,5,3,8082.561,61.25534715939664,115.8781232829545,31.153184986664503,29.633034553651996
2872,8,3,4645.15,76.57429801319658,61.17132923586968,70.76675843341981,5.5116389113376325
2873,5,2,11148.36,42.30972090630371,210.67080718598967,39.60392275410913,34.54232835977668
2874,2,1,8361.27,76.20784666181095,108.76601281862683,76.20784666181095,11.663049978651568
2875,9,1,27870.9,138.32811556756332,382.6619879515911,98.00545597838605,26.940504540147607
2877,5,0,2322.575,96.29718167163603,97.17834730848305,55.92358594749363,59.73660360160599
2878,3,0,134.70935,104.46918754340363,151.87512967733866,102.3762793525468,12.97951171169633
2879,3,2,204.3866,103.62832578065296,81.83511052094414,101.85171728968535,7.186732652727724
2880,8,3,6317.4039999999995,78.89053073145236,279.05782185214053,15.366385584331793,8.442799832336195
2881,8,3,19509.63,5.198436060448097,4.730791921733011,7.5249321577087835,0.0
2882,3,0,7153.531,208.2537482395757,95.08143600691743,176.92927068506452,4.175245039547603
2883,2,1,9661.912,135.68015684773366,110.22321461839023,17.483048576513635,4.125052843991956
2885,3,3,919.7397,237.97599837867173,147.43193101265499,234.97117045833733,63.60452771474365
2889,6,2,18580.6,420.95346445130946,289.9134581229885,301.22503503509046,56.75665043066425
2890,9,2,25083.81,320.8614308982567,370.07360524577405,1.7384018224902835,23.97026751055761
2891,2,0,8732.882,19.78959051284559,11.063358007127544,17.748569910712185,0.5326896645345719
2893,4,0,12449.002,76.90161558645424,41.2078815635181,76.90161558645424,0.3153414261641215
2895,8,3,29728.96,3.5677540916668464,99.57950093107866,137.98159882373955,0.0
2897,9,3,1138.06175,65.10535755111707,88.5391324328403,64.43375149107682,16.253742213021393
2899,3,2,5574.18,42.85433481426865,0.2985192440861257,42.85433481426865,0.26819284109949804
2900,9,1,27870.9,3.5502717407403424,381.5014226307726,2.723106343390418,16.164241735322506
2902,6,0,24619.295,57.070521556080315,102.16389218294026,89.97139749233276,24.511246198398457
2903,5,3,19045.115,47.76680680263679,107.55330172592814,47.76680680263679,10.64109831145677
2904,5,2,2601.284,86.41710071410888,56.90766559898881,86.41710071410888,15.588525809946164
2905,3,1,11334.166,76.46995757720507,79.85378015462277,62.511951012010954,8.230535685289947
2906,3,2,38090.23,95.87945684063867,172.61069308323945,95.87945684063867,10.601088860214286
2907,2,2,10033.524,2.2847127837637107,36.62471929104869,2.2847127837637107,0.3339777543762292
2909,2,2,6596.113,134.42797846762176,173.6026960120301,89.27649022765378,27.617025463784504
2910,3,0,7803.852,25.677622479257682,104.43252896133858,25.677622479257682,13.111270289979872
2913,9,2,2299.34925,121.40919584573766,144.96318904142117,71.93156547836307,33.7629220415298
2914,5,1,46451.5,7.761613335177552,182.98005446541015,75.01747563706232,0.0
2915,7,2,37161.2,36.56887464527518,117.84309979225645,28.815046841544408,48.625904166200236
2916,5,2,11891.584,31.211181763337834,86.28186118855149,40.08982840267537,14.851914647199228
2917,9,3,17094.152,371.5375679750011,410.4855274482174,211.29151105149884,35.47005367133743
2919,4,1,2369.0265,132.39028146835844,101.08540364575913,25.68047663333441,9.348847951257618
2920,4,3,7618.046,83.22677565021266,81.19536164523028,42.0829025824995,6.0724729329541995
2921,4,3,13006.42,31.877663825480035,38.77331348672425,26.599581844427597,3.87615905322141
2922,2,2,7432.24,126.83760070503645,14.323945405422862,128.44573250944535,0.3706250509940476
2925,5,2,23225.75,14.108632199735208,157.60098166905266,11.731395251735684,54.36148278544289
2926,8,2,520.2568,169.72095775970638,70.655491672574,114.98203803390942,8.131522519263566
2927,9,2,2972.896,69.48519781183063,118.39801997782632,1.5034585202442334,15.777688626847358
2929,9,2,743.224,223.15776357464236,451.7776605707027,6.778033835021475,100.099126710117
2930,2,0,6317.4039999999995,140.97738839118097,136.2767047983634,125.7940618871296,0.0
2933,7,3,5481.277,48.249314264176036,34.484482356939814,48.527934188146304,2.9050578255760473
2934,7,0,5852.889,97.334765822827,85.86152923795412,81.12221928230657,37.7140909496148
2938,8,2,10033.524,123.58505929571704,175.0350126236804,116.86288801581578,4.634854128818549
2939,5,2,35767.655,112.05179753542691,324.9862480500888,112.5436761671404,188.86504805917528
2940,5,1,32051.535,20.13647892976109,109.08610149248702,20.54000145375253,11.255243611047023
2941,4,2,2787.09,142.03431875863356,77.72623058458822,134.8520503306316,11.568201932122752
2942,3,2,13749.644,60.39471530121071,100.8057372249056,60.39471530121071,6.512675152680317
2943,8,1,5481.277,39.1625406201876,31.0467797923732,0.8624866615936396,3.821439878334921
2945,9,3,13935.45,163.2143081606981,220.89275911434507,7.906772907584614,24.3637291740848
2946,5,3,1486.448,72.24112767819662,183.32158272606912,155.69801057016457,100.86529808375403
2947,2,1,15421.898,176.57239760514565,156.45363495465995,179.89365019480744,36.947961127417656
2951,5,0,27870.9,77.51950821878735,154.00600626459854,64.87115317851236,77.48846703992336
2952,3,2,32516.05,222.22560211083453,382.11701605822356,190.63507369640533,38.41455844458353
2953,8,1,13006.42,78.57938331331759,68.13773505699493,66.65216635300106,10.905647617868715
2954,7,0,2601.284,5.45845700777001,95.18683849975628,4.642882480344323,28.134560928756724
2955,8,3,2787.09,194.24101796569184,259.32172983290815,1.6800301988812705,68.81299382797111
2957,2,1,13563.838,20.143945547491793,147.78405640055567,95.60313181858999,0.0
2960,2,2,3576.7655,79.30659036271739,58.92055266133606,78.38184444185677,6.809328815098446
2961,5,1,557.418,53.712701116576795,25.93027135829844,58.979817137229155,11.432239045025458
2964,3,1,557.418,227.7362585922952,62.33921401892296,226.7089133433079,4.460066400797965
2965,4,2,10590.942,38.33545188794349,176.2068945330831,21.113292485975283,11.445244816372332
2966,9,3,11519.972,144.0874353529679,356.61762025116036,203.1252053860895,15.489094399014165
2969,4,1,1486.448,69.00037655404023,34.36783526904406,88.01171847451106,4.0473406994392
2970,3,3,8361.27,69.43209990551675,101.78872348339426,28.63380505329932,4.321194279457546
2971,3,2,28799.93,53.619504990463525,7.144218753309469,53.49346380196064,0.0
2972,3,2,37161.2,90.4978124834505,119.57420643036286,78.07713744488878,3.4107126195063677
2973,4,0,13006.42,78.43740416986381,33.8588942998919,70.27918028811926,6.576984968577057
2976,4,0,5667.083,15.17673897506001,185.0322291026971,41.58423686577381,21.831116707837175
2977,7,2,42270.865,64.32185412463171,246.5513066742306,2.036631906917448,88.61443305082591
2978,2,0,2787.09,211.27381333684957,150.82577168300986,211.27381333684957,17.58453339791682
2979,2,0,16722.54,223.4648718051205,56.503796672036664,204.19154545457806,6.115262955567755
2980,6,1,32516.05,0.18171347476092578,319.80280507626236,23.89883254057612,66.0554123077065
2981,3,1,817.5464,189.32315822441396,45.88241107782996,167.8203164725574,14.994346238941302
2982,5,1,42735.38,47.59041195646325,129.0949559826074,61.67477766798845,12.377820943770713
2984,8,3,12077.39,397.49323935858666,130.43935817258532,381.8502032501228,23.909594203631748
2985,3,1,46451.592903,42.98459025040337,170.58136233447135,157.62887935298585,8.97206256472819
2988,7,1,8175.464,275.60513898281494,240.55539844588637,233.6084586912743,62.86731325916181
2991,5,2,41806.35,92.08734446676164,217.06860321458345,25.220838653529913,17.21986964829506
2992,5,3,46451.592903,12.18339858837112,298.8478571442801,6.372034648243117,192.87500751808184
2994,6,2,464.515,157.19896513352637,96.60613758436219,153.9339630883825,5.777949512932844
2995,5,3,6503.21,8.235646566541755,33.72765142137498,7.792291285380605,1.8321866548981198
2997,3,2,36696.685,150.45769127230432,140.25307735562492,49.45955993559092,3.7472552060220163
2999,8,3,11519.972,234.19719239621418,299.8448260117299,151.41799331856018,14.198917418202061
3000,5,0,9847.718,209.92118011939417,206.71103701385437,209.92118011939417,21.75111566628939
3002,2,3,241.5478,45.358170366279474,57.955402615962555,45.358170366279474,0.0
3004,5,1,6503.21,133.89230346767215,212.1856744592286,109.53480235822002,43.92890129136227
3005,7,1,204.3866,156.19098716354205,174.64941439409435,154.1347671667321,28.643689439522948
3006,9,2,2601.284,17.015865730923654,112.91615986566633,10.230114413497335,26.160800720721
3009,6,3,19509.63,57.99019178764539,349.7498414885367,33.263408206255065,72.69763272317313
3010,9,2,21832.204999999998,144.98343434490474,122.1058065367195,2.320222072117773,13.31493943286993
3013,4,2,20903.175,145.85602205425732,78.2711238842903,161.76306995698025,11.672520762898461
3014,4,2,28335.415,200.63498849224547,106.84029155740264,179.82717984599836,12.014121519271908
3016,6,0,5667.083,71.43985824365022,157.7541744138916,118.51747979692553,0.0
3017,3,1,706.0628,101.86133954798355,126.53548664509728,99.71414204232258,4.532234595846148
3020,2,1,11891.584,80.97357872475189,102.7635174590702,82.18903291302487,11.105073418898609
3021,3,3,998.70725,302.21395944006616,272.89077955527006,232.96348981846285,12.050832399584564
3022,6,1,3716.12,35.48528829020592,224.20427757984135,35.48528829020592,61.601834600874035
3023,5,0,26477.355,74.2140637591255,449.392962401267,45.700985470149874,204.01883434546238
3027,6,2,18580.6,117.3588896711086,96.29506043938302,117.3588896711086,19.804981898270242
3030,3,0,575.9986,146.6554253517283,52.69457252153043,146.6554253517283,12.361418838518011
3031,4,3,891.8688,33.85698024530066,11.226987646613493,33.85698024530066,0.5237936050683689
3032,5,1,38554.745,492.98341323769614,394.7702935138074,362.3767029893986,84.46989201189115
3033,9,3,4134.1835,9.408196524416491,519.5006462582031,53.01351016494551,0.0
3034,7,0,929.03,49.17440085034929,177.13313886526808,0.0,130.75623407747867
3035,7,1,120.7739,66.90160266415178,555.0371396468939,7.621978018429479,100.66786313102418
3036,8,0,36232.17,0.8982173098105911,168.52954156485796,52.9610105305313,0.0
3038,2,1,9476.106,226.29853812177706,69.20690840731415,183.28141711574355,17.99981988519335
3040,1,2,17837.376,55.675924895623666,100.36980775647719,40.403874543430604,16.293940786974495
3041,8,1,1300.642,90.24902789007275,33.83713581446701,90.24902789007275,0.0
3042,3,3,1068.3845,104.45620027527544,27.941251487643264,104.45620027527544,2.7187091173636464
3043,6,0,975.4815,44.31479794439977,26.932340592825184,39.681153910145916,8.006653278406613
3044,6,1,15050.286,31.560654378727424,37.535964432835364,31.560654378727424,1.4072398329839049
3046,2,1,46451.592903,151.10028264926734,102.8668276237175,128.6383942665416,10.332704492831331
3047,9,0,483.0956,84.76750943291556,50.69803989106918,5.34460572607161,0.0
3048,3,1,185.806,147.23739657492223,301.5403162438242,147.23739657492223,13.255592844149275
3049,3,0,15421.898,28.9230988165659,175.0277430184015,36.55962333105822,14.36085903323962
3050,9,3,1556.12525,116.48088426750996,131.8274348417648,116.48088426750996,3.5642173886709956
3051,1,1,241.5478,355.9677276174737,67.71330560659216,349.05189273924253,38.20088791949254
3054,9,2,4830.956,41.728691690009185,51.75642253831332,24.88687447018768,0.0
3055,9,1,143.99965,33.43052740753189,128.60447924699818,44.776880159083724,20.88339472352884
3056,3,1,9661.912,39.501125541818226,119.447579319704,336.36737192690225,0.0
3060,7,1,25083.81,1.6277925028933005,190.0592852521208,39.66625222149267,0.0
3061,5,3,19045.115,34.49873408734996,296.844991484693,15.823060883381382,18.860424539205987
3064,3,0,2322.575,41.003756891811896,20.723119813138435,41.003756891811896,1.83218665489812
3065,7,2,42270.865,51.47258651243594,126.64216831143627,43.50079551277222,50.476678557299465
3066,3,2,1114.836,166.9188919948764,163.1719822467161,155.75216438830466,10.199056710583442
3067,7,1,929.03,19.9568912446315,31.16476324768845,19.9568912446315,1.7444890154246906
3069,9,2,278.709,88.40637099627212,97.55336210886624,14.072632003272231,26.95913765970959
3071,1,2,5202.568,166.80910094956954,204.8349968707761,42.70680133676292,9.729492032972948
3072,2,3,12263.196,53.66856073612459,143.30717701975897,3.4643387605482294,5.605063568012777
3074,6,3,752.5143,94.67084417532,61.15764178833545,93.09082231128366,22.33411728787081
3075,5,0,185.806,49.11540999214235,32.35094668632875,49.11540999214235,1.388020193104636
3076,2,2,19045.115,149.11091607060393,231.83010446510823,119.34559244199892,10.728811339180677
3077,9,2,18208.988,119.18527348741182,437.62454014468017,97.90847225205486,12.910422609208156
3078,8,3,195.09629999999999,37.36388123711214,40.415938180273024,38.80898451175138,5.9787016975719185
3079,5,2,13563.838,38.98424541704199,183.44512814145966,4.540537289224481,49.44026808061259
3080,2,1,3530.314,170.4369254723518,23.91288706896894,145.0588191869052,1.78242712716206
3082,5,3,3390.9595,71.19039758038987,114.43752129743808,71.92546057804584,27.425239334766463
3083,1,1,4645.15,163.99565837637107,467.68586590314635,163.99565837637107,13.027831348826197
3084,7,2,6317.4039999999995,34.65666528608904,53.96789567360264,28.07892480613873,21.30392958484213
3085,3,0,929.03,24.244296345650845,456.86683960690186,24.244296345650845,34.491039962111024
3086,7,3,10590.942,2.165959022625183,83.69850387246008,1.6614181099282765,40.00904561360076
3089,4,2,13006.42,104.90289334920755,54.778486316757416,98.10211265728772,4.537474063731604
3091,2,2,1207.739,130.3023369146811,312.7414118447777,158.10132385556815,26.74098553495416
3092,9,1,2787.09,137.28487117818227,327.9610633312882,134.6892734170766,25.856502830550863
3094,5,2,176.5157,60.90851768426265,184.72011271518622,60.90851768426265,20.921581881951578
3095,9,2,789.6754999999999,1.172765724655254,27.548024473343798,1.4808022915741974,0.7281539087891167
3096,9,2,2159.99475,136.21213373412138,241.34271622650937,147.0764106551648,15.02263888372877
3098,3,3,23225.75,1.5156423406779116,235.9044164343455,227.01793290563276,0.0
3100,3,0,10962.554,62.27858400332624,43.65114187806965,62.27858400332624,6.833566672966902
3102,5,2,26012.84,7.1836354175860855,152.04725820018115,0.3125862033903257,68.27513600314306
3103,8,1,23690.265,13.933879467747618,53.997623074288114,123.13859493061815,0.0
3104,5,0,3205.1535,0.9889872469446472,18.277751751983175,3.4118962770425822,3.245205841467499
3105,3,1,40412.805,51.41038244972108,298.4978647238171,46.769942317193774,20.732438462611047
3106,9,2,46451.592903,171.3414251838924,361.06103045858777,93.78162391444397,10.734825756896608
3108,5,2,1672.254,132.1512644735788,75.76301207830868,11.186180919884183,9.729811247573636
3110,2,1,7896.755,178.24072034272305,64.41899235825349,159.9023385802143,5.505986625898867
3111,2,1,4645.15,345.7678175494872,94.71190381365511,331.86534420352416,14.61761920454668
3112,8,2,325.1605,539.0953259482625,567.984118612193,117.19847644778503,9.788246296828799
3113,6,2,19045.115,38.99350355768396,244.74065921891255,8.169345190197067,33.00164197485812
3115,7,3,27870.9,3.347284302803282,78.10088658780305,12.718870672206496,0.0
3116,7,1,139.3545,535.0796813809385,318.8128119292883,30.422878959775254,74.92575063596799
3117,5,2,6038.695,22.670834713460444,117.90163272031458,34.24226403519304,25.603148701830445
3118,2,0,20438.66,191.5418540146957,45.569132222953954,156.0236504315841,2.8327083180599906
3119,7,1,1230.96475,99.75008308158297,158.49032232645166,99.75008308158297,26.162395022278258
3120,7,1,8175.464,166.57324915650048,306.7318258633394,1.8152163873512257,22.612433410874296
3122,9,3,46451.5,240.7923550795992,176.068350860575,163.65616756468577,3.388031107714498
3124,2,3,21367.69,282.8080170959051,162.41858619251778,226.24047481562118,10.4955860113564
3126,2,0,9104.494,39.48936763207269,135.6276361981237,179.20637938198433,32.64844315576462
3129,6,3,1858.06,38.28901021549358,35.702829833266954,38.28901021549358,11.166306994392
3131,5,3,3901.926,133.3668837458732,387.77875336436415,237.01518860506326,173.18030516468025
3132,8,0,19509.63,90.46594359990426,61.398960410833006,77.5672251683912,4.852752936165371
3133,7,2,5574.18,13.332301990427293,218.78213477139238,11.15542365424152,80.2631614671575
3134,3,3,19045.115,60.411132173053296,50.33211928623166,45.320013423652206,6.839677242904545
3137,5,0,12077.39,186.2630645353839,127.83093035829762,159.37136233225888,40.73028779446553
3140,6,2,195.09629999999999,151.06887309497927,153.4216691961867,147.49817612635402,41.870440305633686
3141,9,3,6410.307,93.23499881955733,71.06867112604748,95.37861221857239,2.7233724263128116
3142,3,0,464.515,146.4361303725391,63.43605696263845,142.3629220240466,9.763460221951929
3145,4,1,3809.023,114.22698329729172,89.77577714810333,114.22698329729172,7.229784780769242
3147,7,1,23690.265,16.85380633226349,100.42124898138539,8.8423937740249,21.76598752795716
3148,2,2,23225.75,9.930969022528876,89.27703088167229,5.696636766347696,4.994916848540952
3150,3,3,15421.898,115.53487473805106,68.38470854884399,113.68693032926299,11.183026328536217
3151,3,3,44593.44,83.33726473129232,86.76408458284446,74.42277076173087,14.601499242758576
3152,2,0,19509.63,180.7983278108811,75.72639768155521,160.0478164924194,4.385152367215576
3153,8,2,37161.2,210.06517635192085,176.2570099996771,152.75051025771506,45.7185854610454
3154,7,3,297.2896,272.60992619318,206.8992659009935,60.21523397387599,49.974641810544334
3156,9,2,520.2568,82.70155542608958,69.77131293622688,4.081252556429825,4.908769465387094
3158,9,1,19509.63,32.30603479773835,82.88137704302952,22.289996961859348,20.157763604179067
3159,3,0,27870.9,58.47315822083248,42.64537564269543,43.12562967019364,3.610124853915733
3162,8,0,1114.836,176.22572511921035,19.493450157691356,175.69733106842622,0.0
3164,4,0,473.8053,142.01227991751045,27.642155965752178,142.01227991751045,0.0
3165,3,1,5481.277,103.50508284748246,84.33673393991947,90.90489645661039,32.20490226547573
3166,5,3,9847.718,99.89781318961408,180.52974303285288,30.374101835064735,20.49883218203446
3167,3,3,4738.053,244.69404272957692,207.43436175154648,230.197829519425,13.395570103373686
3168,4,2,919.7397,91.30916859846326,105.41460806791314,90.7642846383602,7.59013797055841
3169,9,3,20438.66,147.97717692412323,226.91737129537847,0.1981656928585338,22.779160733140042
3170,3,0,1254.1905,69.9085483521044,41.96810612103983,71.59216543818503,10.006597429178424
3171,3,1,13935.45,234.9473179239996,321.32159348998414,98.04076637087428,23.26534252794133
3172,2,3,35767.655,137.15887051787433,191.447775930516,132.41319342517704,74.54138757863774
3174,7,1,6967.725,9.239798058189725,33.37028944167572,8.926399923073888,4.026478335324658
3175,5,3,3065.799,160.9143663482179,297.9373403148739,1.4788341864551462,78.9515827580347
3176,5,2,3251.605,23.11621447961853,36.021287948566936,23.11621447961853,9.221321166008789
3177,2,1,348.38625,79.53692196233348,68.16859161347499,87.87850271071261,11.33886314112569
3178,5,2,5574.18,56.78585143124191,174.0584265308978,54.320958904986924,32.7011774077981
3179,2,3,28799.93,113.11049821537762,84.46228862361818,99.00795865090646,9.101861007474671
3180,9,2,42270.865,45.025100985276744,253.99806699011248,0.0,10.287427445097233
3181,9,0,2601.284,117.31328104005561,345.5581935690221,6.634668924654132,17.483759226212904
3182,8,3,1486.448,193.87467790127874,537.8640894266063,107.40752621551512,12.500265378270885
3183,5,3,41806.35,52.477103767202834,324.1332955400316,46.78619994486484,152.6739842529903
3185,3,0,3716.12,109.17275666905267,89.12575481954296,99.95764328816078,8.812508660107856
3188,6,0,23690.265,69.25171707332106,29.64128936506198,69.25171707332106,10.54124636794903
3189,3,3,8547.076,295.89010741591636,362.16151582131715,195.84526025040614,13.486083746769072
3190,7,0,6503.21,124.57850770957728,129.68903049417133,88.42963986292925,34.73903590765176
3193,3,2,2508.381,272.2772190380967,235.05998490659914,219.36852978674295,9.072604716747577
3195,2,1,278.709,35.67422202368779,35.12983075537568,35.67422202368779,5.026315547757697
3196,7,3,15793.51,38.92188618736431,124.05532399067718,19.32521216183103,46.48136332943089
3198,6,1,7803.852,67.81222225562455,109.33818324591496,59.85423981515796,49.867479591360784
3201,9,2,2113.54325,11.20968435871847,63.62443730451221,12.062048007770837,0.0
3202,1,2,20903.175,157.57462789164805,58.7217970475777,122.24023246836906,8.649160415008726
3205,7,2,1114.836,33.50044570232752,33.131330527539475,24.705970789425532,7.018177101385317
3206,9,3,19045.115,47.63989990094573,200.89750048765785,24.503696083956438,21.20734817258914
3207,3,2,16350.928,109.90909923063695,129.20135175202287,108.14989476352659,10.886566437085408
3209,8,3,23225.75,18.469362622046653,208.14001700698577,14.666313476593867,5.985534241994339
3212,3,2,9011.591,154.83820555926252,133.98255646533448,151.74729142634192,7.077016734336922
